id,date,sentence,sentence_length,growth_sentiment,employment_sentiment,inflation_sentiment,prediction_finbert,sentiment_score_finbert,sentiment_vader_logit,sentiment_vader_logit_score,sentiment_vader_compound,sentiment_vader_compound_score,growth_sentiment_gpt4,employment_sentiment_gpt4,inflation_sentiment_gpt4
12387.0,2017-01-04,"The near-term forecast for consumer price inflation was somewhat higher than in the previous projection, reflecting recent increases in energy prices.",21,neutral,neutral,negative,positive,0.8751,positive,0.6287131110409269,positive,0.5267,neutral,neutral,positive
12388.0,2017-02-22,"For example, in the most recent projections, the median of FOMC participants' estimates of the longer-run normal rate of unemployment was 4.8 percent.",23,neutral,neutral,neutral,negative,-0.716,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12389.0,2017-04-05,"The rate of private-sector job openings was unchanged at a high level in December, while the rate of hiring edged up and the rate of quits edged down.",28,neutral,positive,neutral,negative,-0.93,neutral,0.5,neutral,0.0,neutral,neutral,positive
12390.0,2017-04-05,"Total industrial production declined in January, as unseasonably warm weather reduced the demand for heating, which held down the output of utilities.",22,negative,neutral,neutral,negative,-0.968,neutral,0.5256524569705925,positive,0.1027,negative,neutral,neutral
12391.0,2017-10-11,"Interest rates on 30-year fixed-rate residential mortgages moved lower over the intermeeting period, in line with comparable-maturity Treasury yields.",19,positive,neutral,neutral,negative,-0.949,positive,0.594307167585335,positive,0.3818,neutral,neutral,neutral
12392.0,2018-02-21,"For example, in the most recent projections, the median of FOMC participants' estimates of the longer-run normal rate of unemployment was 4.6 percent.",23,neutral,neutral,neutral,negative,-0.709,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12393.0,2018-04-11,Financial markets experienced a notable bout of volatility early in the intermeeting period; volatility was particularly pronounced in equity markets.,20,negative,neutral,neutral,negative,-0.115,neutral,0.5,neutral,0.0,neutral,neutral,positive
12394.0,2018-04-11,"In some Districts, reports from business contacts or evidence from surveys pointed to continuing shortages of workers in segments of the labor market.",23,neutral,positive,neutral,negative,-0.955,negative,0.4378234991142019,negative,-0.25,neutral,neutral,neutral
12395.0,2018-05-23,"Real GDP growth, which slowed in the first quarter, was expected to pick up in the second quarter and to outpace potential output growth through 2020.",26,positive,neutral,neutral,positive,0.9232,positive,0.654052365591518,positive,0.6369,positive,neutral,neutral
12396.0,2018-07-05,"Inflation pressures in the foreign economies generally remained subdued, even though higher oil prices put some upward pressure on headline inflation.",21,neutral,neutral,neutral,positive,0.2223,negative,0.3712868889590731,negative,-0.5267,neutral,neutral,positive
12397.0,2018-10-17,"In some cases, firms were coping with labor shortages by increasing salaries, benefits, or workplace amenities in order to attract and retain workers.",23,neutral,positive,neutral,negative,-0.433,positive,0.6682542826737791,positive,0.7003,neutral,neutral,positive
12398.0,2018-10-17,"With regard to the postmeeting statement, members agreed to remove the sentence indicating that ""the stance of monetary policy remains accommodative.""",21,neutral,neutral,neutral,neutral,-0.439,positive,0.6038421309156661,positive,0.4215,neutral,neutral,positive
12399.0,2019-01-09,"The unemployment rates for African Americans, Asians, and Hispanics in November were below their levels at the end of the previous economic expansion.",23,neutral,positive,neutral,negative,-0.961,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,neutral
12400.0,2019-01-09,"Broad consumer credit grew at a solid pace through September, though October and November saw credit card growth at banks edge a bit lower on average.",26,neutral,neutral,neutral,negative,-0.477,positive,0.6776515249954356,positive,0.743,positive,neutral,neutral
12401.0,2019-01-09,"Participants commented on a number of risks associated with their outlook for economic activity, the labor market, and inflation over the medium term.",23,negative,negative,negative,neutral,-0.019,negative,0.449596780064486,negative,-0.2023,neutral,neutral,neutral
12402.0,2019-02-20,"For example, in the most recent projections, the median of FOMC participants' estimates of the longer-run normal rate of unemployment was 4.4 percent.",23,neutral,neutral,neutral,negative,-0.711,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12403.0,2019-02-20,Financing conditions for businesses and households tightened a bit further over the intermeeting period but remained generally supportive of spending.,20,neutral,neutral,neutral,positive,0.8857,positive,0.5734643936132494,positive,0.296,neutral,neutral,neutral
12404.0,2019-02-20,"Participants commented on a number of risks associated with their outlook for economic activity, the labor market, and inflation over the medium term.",23,negative,negative,negative,neutral,-0.019,negative,0.449596780064486,negative,-0.2023,neutral,neutral,neutral
12405.0,2019-05-22,The staff also noted that the sustained growth of lending by banks to nonbank financial firms represented an increase in financial interconnectedness.,22,positive,neutral,neutral,positive,0.922,positive,0.6455190236879995,positive,0.5994,positive,neutral,neutral
12406.0,2019-08-21,"Moreover, the possibility of favorable outcomes of trade negotiations could be a factor that would provide a boost to economic activity in the future.",24,positive,neutral,neutral,positive,0.9283,positive,0.6682542826737791,positive,0.7003,positive,neutral,neutral
12407.0,2019-10-09,"Consumer credit expanded at a moderate pace in the second quarter overall, with bank credit data pointing to continued growth through July and August.",24,positive,neutral,neutral,positive,0.9341,positive,0.6993490465266773,positive,0.8442,neutral,neutral,neutral
12408.0,2020-02-19,"Late in the period, equity prices retraced some of their gains, as concerns about the spread of the coronavirus weighed nagativeely on risk sentiment.",24,negative,neutral,neutral,negative,-0.167,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12409.0,2020-05-20,"A sharp reduction in global demand for petroleum had led to unused supply that was overwhelming storage capacity, resulting in a plunge in oil prices.",25,negative,neutral,neutral,negative,-0.965,neutral,0.4680436192023592,negative,-0.128,negative,neutral,neutral
12410.0,2020-05-20,"In this way, these emergency lending facilities were intended to help support the economy until pandemic-related credit market disruptions had abated.",21,neutral,neutral,neutral,positive,0.4779,positive,0.6083543386109735,positive,0.4404,neutral,neutral,neutral
12411.0,2020-07-01,"Financial conditions had improved, in part reflecting policy measures to support the economy and the flow of credit to U.S. households and businesses.",23,positive,neutral,neutral,positive,0.9417,positive,0.6904021378903575,positive,0.802,positive,neutral,neutral
12412.0,2020-08-19,"While the S&P 500 index was little changed, the effect of renewed outbreaks was evident in the differentiated performance across S&P industry sectors.",23,negative,neutral,neutral,positive,0.2436,neutral,0.5,neutral,0.0,neutral,neutral,positive
12413.0,2020-08-19,"The consumer price index (CPI) increased 0.6 percent over the 12 months ending in June, while core CPI inflation was 1.2 percent over the same period.",26,neutral,neutral,No majority found,positive,0.9292,positive,0.5788855158293956,positive,0.3182,neutral,neutral,positive
12414.0,2020-08-19,The consumer sentiment measures from both the Michigan survey and the Conference Board survey improved notably in June but fell back somewhat in July.,24,positive,neutral,neutral,negative,-0.95,positive,0.6083543386109735,positive,0.4404,neutral,neutral,neutral
12415.0,2020-08-19,The July SLOOS and other surveys of mortgage market conditions suggested that both bank and nonbank lenders tightened standards in the second quarter.,23,negative,neutral,neutral,negative,-0.013,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12416.0,2020-10-07,The information available at the time of the September 15??6 meeting suggested that U.S. real GDP was rebounding at a rapid rate in the third quarter.,26,positive,neutral,neutral,positive,0.9125,neutral,0.5,neutral,0.0,positive,neutral,neutral
12417.0,2020-10-07,"However, the credit quality of municipal debt deteriorated somewhat, driven by a relatively large volume of credit rating downgrades of revenue bonds.",22,negative,neutral,neutral,negative,-0.938,positive,0.5991440698122475,positive,0.4019,negative,neutral,neutral
12418.0,2020-10-07,"Allthough business contacts indicated that overall business activity had been stronger than they expected, it remained well below pre-pandemic levels.",20,negative,neutral,neutral,negative,-0.661,positive,0.624947117938639,positive,0.5106,neutral,neutral,neutral
12419.0,2020-11-25,Expectations for the economic conditions that will prevail when the FOMC first lifts the target range were little changed since the September surveys.,23,neutral,neutral,neutral,neutral,0.0753,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12420.0,2021-02-17,"Gross corporate bond issuance was fairly strong in November and December, and seasoned and initial public offerings in the equity markets were robust.",23,positive,neutral,neutral,positive,0.9322,positive,0.594307167585335,positive,0.3818,positive,neutral,neutral
12421.0,2021-02-17,"With the economy still far from those goals, participants judged that it was likely to take some time for substantial further progress to be achieved.",25,negative,neutral,neutral,positive,0.8447,positive,0.635850737283906,positive,0.5574,neutral,neutral,neutral
12422.0,2021-04-07,"Construction permits for single-family homes moved down, on net, over January and February, pointing to some slowing in construction in coming months.",22,negative,neutral,neutral,negative,-0.966,neutral,0.5,neutral,0.0,negative,neutral,neutral
12423.0,2021-04-07,"There continued to be no participation in the Federal Reserve's repo operations, but participation in the Federal Reserve's ON RRP increased a little.",23,neutral,neutral,neutral,positive,0.857,positive,0.5788855158293956,positive,0.3182,neutral,neutral,positive
12424.0,2021-05-19,These minor technical adjustments would have no implications for the effects of the Federal Reserve's asset purchases on overall financial conditions.,21,neutral,neutral,neutral,neutral,-0.042,positive,0.5893308891504367,positive,0.3612,neutral,neutral,neutral
12425.0,2021-07-07,Participants agreed that this technical adjustment had no bearing on the appropriate path for the federal funds rate or the stance of monetary policy.,24,neutral,neutral,neutral,neutral,0.014,positive,0.5893308891504367,positive,0.3612,neutral,neutral,neutral
12426.0,2021-10-13,Developments in Financial Markets and Open Market OperationsThe manager turned first to a discussion of financial market developments over the period.,21,neutral,neutral,neutral,neutral,0.0106,neutral,0.5,neutral,0.0,neutral,neutral,positive
12427.0,2021-10-13,"Participants observed that economic activity had continued to expand in recent months, though at a less rapid pace than in the first half of the year.",26,positive,neutral,neutral,positive,0.9274,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12428.0,2021-11-24,"In the residential mortgage market, financing conditions remained accommodative, particularly for borrowers who met standard conforming loan criteria.",18,positive,neutral,neutral,positive,0.5168,neutral,0.5,neutral,0.0,neutral,neutral,positive
12429.0,2021-11-24,"As a result, the 12-month change in PCE prices was projected to move up further relative to September's pace and to end the year well above 2 percent.",28,neutral,neutral,negative,positive,0.9253,neutral,0.5,neutral,0.0,neutral,neutral,positive
12430.0,2021-11-24,Increase holdings of Treasury securities and agency MBS by additional amounts as needed to sustain smooth functioning of markets for these securities.,22,neutral,neutral,neutral,positive,0.6773,positive,0.6866491556388117,positive,0.7845,neutral,neutral,positive
12431.0,2021-11-24,"The sectors most adversely affected by the pandemic have improved in recent months, but the summer's rise in COVID-19 cases has slowed their recovery.",24,negative,neutral,neutral,negative,-0.33,positive,0.5678783310011088,positive,0.2732,positive,neutral,neutral
12432.0,2022-01-05,Developments in Financial Markets and Open Market OperationsThe manager turned first to a discussion of financial market developments over the period.,21,neutral,neutral,neutral,neutral,0.0106,neutral,0.5,neutral,0.0,neutral,neutral,positive
12433.0,2022-01-05,"Shortages of construction materials appeared to have hampered building completions, and there was limited availability of lots ready for construction.",20,negative,neutral,neutral,negative,-0.962,neutral,0.4743475430294075,negative,-0.1027,negative,neutral,neutral
12434.0,2022-01-05,Increase holdings of Treasury securities and agency MBS by additional amounts as needed to sustain smooth functioning of markets for these securities.,22,neutral,neutral,neutral,positive,0.6773,positive,0.6866491556388117,positive,0.7845,neutral,neutral,positive
12435.0,2022-02-16,"Even so, an improvement in supply conditions and a decline in consumer energy prices were expected to slow PCE price inflation to 2.6 percent in 2022.",26,neutral,neutral,neutral,negative,-0.862,positive,0.6513321551518594,positive,0.6249,neutral,neutral,positive
12436.0,2022-02-16,Increase holdings of Treasury securities and agency MBS by additional amounts as needed to sustain smooth functioning of markets for these securities.,22,neutral,neutral,neutral,positive,0.6773,positive,0.6866491556388117,positive,0.7845,neutral,neutral,positive
12437.0,2022-05-25,The staff noted that leverage at key nonbank financial institutions (NBFIs) was elevated and that bank lending to NBFIs continued to increase notably.,23,positive,neutral,neutral,positive,0.9414,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12438.0,2022-07-06,"The manager noted that, if ON RRP usage continued to rise, it may be appropriate at some point to consider further lifting the per-counterparty limit.",25,neutral,neutral,neutral,positive,0.737,neutral,0.5,neutral,0.0,neutral,neutral,positive
12439.0,2022-07-06,"Gross nonfinancial corporate bond issuance slowed in May, especially among speculative-grade issuers, amid elevated market volatility and high yields.",19,negative,neutral,neutral,negative,-0.94,negative,0.4154451552078026,negative,-0.3415,negative,neutral,neutral
12440.0,2022-07-06,This development reversed a pattern of loan loss reserves being released throughout last year and reflected concerns about the credit quality outlook.,22,negative,neutral,neutral,negative,-0.662,neutral,0.5192904202999741,positive,0.0772,neutral,neutral,neutral
12441.0,2022-08-17,"The private-sector job openings rate, as measured by the Job Openings and Labor Turnover Survey, declined further in May but remained at a high level.",25,neutral,negative,neutral,negative,-0.958,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12442.0,2022-08-17,"Credit appeared to be available to most small businesses, although the share of small firms reporting that it was difficult to obtain loans increased.",24,negative,neutral,neutral,positive,0.9199,positive,0.635850737283906,positive,0.5574,neutral,neutral,neutral
12443.0,2022-08-17,"As a result, while the projected level of real GDP remained above potential this year, the gap was expected to have closed by the second half of 2023.",28,positive,neutral,neutral,negative,-0.37,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12444.0,2022-10-12,"Staff Review of the Financial SituationOver the intermeeting period, U.S. Treasury yields and the market-implied federal funds rate path moved higher.",21,neutral,neutral,neutral,positive,0.841,positive,0.5504032199355139,positive,0.2023,neutral,neutral,neutral
12445.0,2022-10-12,"In their discussion of current economic conditions, participants noted that recent indicators had pointed to modest growth in spending and production.",21,positive,neutral,neutral,positive,0.3746,positive,0.594307167585335,positive,0.3818,positive,neutral,neutral
12446.0,2023-02-22,"Participants agreed that activity in the housing market had continued to weaken, largely reflecting the increase in mortgage rates over the past year.",23,negative,neutral,neutral,negative,-0.956,positive,0.5621765008857981,positive,0.25,negative,neutral,neutral
12447.0,2006-05-31,Measures of inflation compensation based on the difference between yields on nominal Treasury securities and inflation-indexed issues had edged higher.,20,neutral,neutral,negative,positive,0.0574,positive,0.6210247413644827,positive,0.4939,neutral,neutral,positive
12448.0,2006-10-11,"The unemployment rate ticked back down to 4.7 percent in August, but it remained within the narrow band that prevailed since the beginning of the year.",26,neutral,positive,neutral,negative,-0.953,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12449.0,2006-10-11,"In the household sector, debt expanded in the second quarter at a rate slightly below that in the first quarter, as mortgage debt decelerated somewhat.",25,neutral,neutral,neutral,positive,0.7607,negative,0.4008559301877525,negative,-0.4019,neutral,neutral,neutral
12450.0,2006-10-11,"In the view of many participants, economic expansion would probably track close to the rate of growth of the economy's potential next year and in 2008.",26,positive,neutral,neutral,neutral,0.3072,positive,0.594307167585335,positive,0.3818,neutral,neutral,positive
12451.0,2007-10-09,"More generally, surveys of business conditions suggested that increases in business activity were somewhat slower in August than in the second quarter.",22,negative,neutral,neutral,negative,-0.845,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12452.0,2007-11-20,"Core consumer price inflation remained moderate in August and September and, on a twelve-month change basis, was down noticeably from a year earlier.  ",23,neutral,neutral,positive,negative,-0.962,neutral,0.5,neutral,0.0,neutral,neutral,positive
12453.0,2007-11-20,"Early in the intermeeting period, the functioning of short-term funding markets improved somewhat, but conditions in these markets remained strained.  ",20,negative,neutral,neutral,positive,0.4656,neutral,0.5128971385098865,positive,0.0516,negative,neutral,neutral
12454.0,2007-11-20,"Nonetheless, the potential for significant further weakening in housing activity and home prices represented a downside risk to the economic outlook.  ",21,negative,neutral,neutral,negative,-0.941,negative,0.364149262716094,negative,-0.5574,negative,neutral,neutral
12455.0,2008-02-20,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",21,neutral,neutral,neutral,neutral,0.0903,positive,0.6287131110409269,positive,0.5267,neutral,neutral,positive
12456.0,2008-04-08,"Real disposable personal income was unchanged in the fourth quarter, held down by higher food and energy prices, and moved up only slightly in January.",25,neutral,neutral,negative,negative,-0.888,positive,0.5678783310011088,positive,0.2732,neutral,neutral,positive
12457.0,2008-07-16,"Headline consumer price inflation in the United States remained elevated in April and May, mostly because of large increases in food and energy prices.",24,neutral,neutral,negative,positive,0.2922,positive,0.675923433205856,positive,0.7351,neutral,neutral,positive
12458.0,2008-08-26,"Headline consumer price inflation in the United States stepped up in recent months, largely as a result of sizable increases in food and energy prices.",25,neutral,neutral,negative,positive,0.894,positive,0.675923433205856,positive,0.7351,neutral,neutral,positive
12459.0,2008-08-26,"While some financial institutions had strengthened their balance sheets with new capital issues, raising new capital had become increasingly difficult.",20,negative,neutral,neutral,negative,-0.579,neutral,0.4871028614901135,negative,-0.0516,neutral,neutral,neutral
12460.0,2008-08-26,"Tight credit conditions, the ongoing housing contraction, and elevated energy prices are likely to weigh on economic growth over the next few quarters.",23,negative,neutral,neutral,negative,-0.884,positive,0.6776515249954356,positive,0.743,negative,neutral,neutral
12461.0,2008-10-07,"In the business sector, investment in equipment and software fell in the second quarter, largely reflecting a sharp drop in spending on motor vehicles.",24,negative,neutral,neutral,negative,-0.967,negative,0.4321216689988913,negative,-0.2732,negative,neutral,neutral
12462.0,2008-11-19,The failure or near failure of a number of major financial institutions had deepened market concerns about counterparty credit risk and liquidity risk.,23,negative,neutral,neutral,negative,-0.927,negative,0.3133508443611882,negative,-0.7845,neutral,neutral,neutral
12463.0,2008-11-19,"Moreover, households, like businesses, were reportedly reacting to the shifting economic circumstances in recent weeks by cutting expenditures further.",19,negative,neutral,neutral,negative,-0.902,neutral,0.5256524569705925,positive,0.1027,neutral,neutral,positive
12464.0,2009-01-06,"Gross issuance of bonds by nonfinancial investment-grade companies continued at a solid pace, but issuance of speculative-grade bonds remained at zero.",21,negative,neutral,neutral,positive,0.758,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12465.0,2009-02-18,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",21,neutral,neutral,neutral,neutral,0.0903,positive,0.6287131110409269,positive,0.5267,neutral,neutral,positive
12466.0,2009-02-18,"Output in high-tech sectors contracted in the fourth quarter, reflecting reduced production of semiconductors, communications equipment, and computers.",18,negative,neutral,neutral,negative,-0.966,neutral,0.5,neutral,0.0,negative,neutral,neutral
12467.0,2009-02-18,"After rising rapidly during the first nine months of the year, producer prices excluding food and energy fell sharply in the last three months of 2008.",26,neutral,neutral,No majority found,negative,-0.952,neutral,0.5128971385098865,positive,0.0516,positive,neutral,neutral
12468.0,2009-02-18,Yields and spreads on 30-day A1/P1 nonfinancial and financial CP as well as on asset-backed commercial paper (ABCP) declined modestly and remained low.,23,No majority found,neutral,neutral,negative,-0.959,neutral,0.5256524569705925,positive,0.1027,neutral,neutral,neutral
12469.0,2009-04-08,Several members felt that the significant deterioration in the economic outlook merited a very substantial increase in purchases of longer-term assets.,21,negative,neutral,neutral,positive,0.8822,positive,0.7001684222900184,positive,0.8481,negative,neutral,neutral
12470.0,2009-05-20,"Looking further ahead, participants considered a number of factors that would be likely to restrain the pace of economic recovery over the medium term.",24,negative,neutral,neutral,negative,-0.652,neutral,0.5192904202999741,positive,0.0772,neutral,neutral,positive
12471.0,2009-07-15,Ensuring that policy accommodation can ultimately be withdrawn smoothly and at the appropriate time would remain a top priority of the Federal Reserve.,23,neutral,neutral,neutral,neutral,0.0984,positive,0.594307167585335,positive,0.3818,neutral,neutral,positive
12472.0,2009-07-15,Real spending on equipment outside of high-tech and transportation seemed to have dropped less rapidly in the second quarter than in the first quarter.,24,negative,neutral,neutral,negative,-0.96,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12473.0,2009-07-15,"With the recovery projected to be rather sluggish, most participants anticipated that the employment situation was likely to be downbeat for some time.",23,negative,negative,neutral,negative,-0.947,negative,0.4008559301877525,negative,-0.4019,negative,neutral,neutral
12474.0,2009-09-02,"Median year-ahead inflation expectations in the Reuters/University of Michigan Survey of Consumers held relatively steady in July, as in recent months.",21,neutral,neutral,neutral,negative,-0.353,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12475.0,2009-09-02,"Subsequently, investors revised down the expected policy path after the June employment report and the Chairman's semiannual monetary policy testimony.",20,neutral,neutral,neutral,negative,-0.88,neutral,0.5,neutral,0.0,neutral,neutral,positive
12476.0,2009-09-02,Large fractions of respondents to the July survey again noted that they had tightened standards and that the demand for CRE loans had weakened further.,25,negative,neutral,neutral,negative,-0.94,negative,0.375052882061361,negative,-0.5106,negative,neutral,neutral
12477.0,2009-10-14,"Core consumer price inflation continued to be subdued in July and August, but higher gasoline prices raised overall consumer price inflation in August.",23,neutral,neutral,negative,positive,0.5741,neutral,0.5,neutral,0.0,neutral,neutral,positive
12478.0,2009-10-14,"In these circumstances, the Federal Reserve will continue to employ a wide range of tools to promote economic recovery and to preserve price stability.",24,No majority found,neutral,No majority found,positive,0.5443,positive,0.594307167585335,positive,0.3818,neutral,neutral,neutral
12479.0,2009-11-24,"Conditions in the secondary market for leveraged syndicated loans continued to improve, as secondary-market prices rose and bid-asked spreads narrowed.",20,positive,neutral,neutral,positive,0.9391,positive,0.6083543386109735,positive,0.4404,positive,neutral,neutral
12480.0,2009-11-24,"In these circumstances, the Federal Reserve will continue to employ a wide range of tools to promote economic recovery and to preserve price stability.",24,No majority found,neutral,No majority found,positive,0.5443,positive,0.594307167585335,positive,0.3818,neutral,neutral,neutral
12481.0,2010-02-17,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",21,neutral,neutral,neutral,neutral,0.0903,positive,0.6287131110409269,positive,0.5267,neutral,neutral,positive
12482.0,2010-02-17,All agreed that raising the IOER rate and the target for the federal funds rate would be a key element of a move to less accommodative monetary policy.,28,neutral,neutral,neutral,positive,0.7095,positive,0.5893308891504367,positive,0.3612,neutral,neutral,positive
12483.0,2010-02-17,"Participants recognized, however, that the supply of reserve balances would need to be reduced considerably to lift the funds rate above the IOER rate.",24,neutral,neutral,neutral,positive,0.1483,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12484.0,2010-05-19,"Despite the strength of exports, merchandise trade balances declined for some countries where strong domestic demand caused imports to outpace exports.",21,neutral,neutral,neutral,negative,-0.949,neutral,0.5110981768514073,neutral,0.0444,neutral,neutral,positive
12485.0,2010-05-19,The latest readings on core inflation--which exclude the relatively volatile prices of food and energy--were generally lower than they had anticipated.,21,neutral,neutral,neutral,negative,-0.91,negative,0.4436652116904393,negative,-0.2263,neutral,neutral,positive
12486.0,2010-07-14,"With private final demand having strengthened, inventory adjustments and fiscal stimulus were no longer the main factors supporting economic expansion.",20,positive,neutral,neutral,neutral,0.3125,positive,0.6323472939616752,positive,0.5423,neutral,neutral,neutral
12487.0,2010-07-14,"However, inflation expectations were seen by most participants as well anchored, which would tend to curb any tendency for actual inflation to decline.",23,neutral,neutral,neutral,negative,-0.753,neutral,0.5,neutral,0.0,neutral,neutral,positive
12488.0,2010-08-31,"However, investor demand for high-quality commercial mortgage-backed securities (CMBS) reportedly was robust, although issuance of CMBS remained muted.",18,neutral,neutral,neutral,positive,0.692,positive,0.624947117938639,positive,0.5106,neutral,neutral,neutral
12489.0,2010-08-31,"Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit.",20,positive,negative,neutral,negative,-0.838,positive,0.6661448670999395,positive,0.6908,neutral,neutral,neutral
12490.0,2010-10-12,"Meanwhile, nonfinancial commercial paper outstanding contracted as very low yields on corporate bonds led to some substitution toward longer-term debt.",20,neutral,neutral,neutral,negative,-0.923,neutral,0.5256524569705925,positive,0.1027,neutral,neutral,positive
12491.0,2010-10-12,"The pace of initial public offerings and seasoned equity offerings by nonfinancial firms slowed in August, partly reflecting typical seasonal patterns.",21,neutral,neutral,neutral,negative,-0.938,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12492.0,2010-10-12,"In reaction, the yen depreciated about 3 percent against the dollar, essentially reversing its rise over the preceding part of the intermeeting period.",23,neutral,neutral,neutral,negative,-0.567,neutral,0.5,neutral,0.0,neutral,neutral,positive
12493.0,2010-10-12,Asset prices had been relatively sensitive to incoming economic data over the intermeeting period but generally ended the period little changed on net.,23,neutral,neutral,neutral,neutral,-0.191,positive,0.5893308891504367,positive,0.3612,neutral,neutral,neutral
12494.0,2010-10-12,"Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit.",20,positive,negative,neutral,negative,-0.838,positive,0.6661448670999395,positive,0.6908,neutral,neutral,neutral
12495.0,2010-11-23,"Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit.",20,positive,negative,neutral,negative,-0.838,positive,0.6661448670999395,positive,0.6908,neutral,neutral,neutral
12496.0,2011-01-04,"Secondary-market prices for leveraged loans rose slightly over the intermeeting period, while bid-asked spreads in that market continued to drift down.",21,positive,neutral,neutral,negative,-0.621,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12497.0,2011-02-16,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",21,neutral,neutral,neutral,neutral,0.0903,positive,0.6287131110409269,positive,0.5267,neutral,neutral,positive
12498.0,2011-02-16,The increase in equity prices reflected the apparent firming of the economic recovery and favorable early reports on fourth-quarter corporate earnings.,21,positive,neutral,neutral,positive,0.929,positive,0.6591929943933286,positive,0.6597,positive,neutral,neutral
12499.0,2011-02-16,"If so, a considerably stronger recovery could take hold, more in line with the sorts of recoveries seen following deep economic recessions in the past.",25,positive,neutral,neutral,positive,0.9233,neutral,0.5499825028112763,positive,0.2006,positive,neutral,neutral
12500.0,2011-07-12,"Staff Review of the Financial SituationInvestors appeared to adopt a more cautious attitude toward risk, particularly later in the intermeeting period.",21,negative,neutral,neutral,neutral,-0.019,negative,0.449596780064486,negative,-0.2023,neutral,neutral,neutral
12501.0,2011-11-22,"Overall consumer price inflation was more moderate than earlier in the year, as prices of energy and some commodities declined from their recent peaks.",24,neutral,neutral,neutral,negative,-0.949,positive,0.5678783310011088,positive,0.2732,neutral,neutral,positive
12502.0,2012-02-15,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",21,neutral,neutral,neutral,neutral,0.0903,positive,0.6287131110409269,positive,0.5267,neutral,neutral,positive
12503.0,2012-02-15,"Private nonfarm employment continued to expand moderately, while state and local government employment decreased at a slower pace than earlier in 2011.",22,neutral,neutral,neutral,negative,-0.868,positive,0.5788855158293956,positive,0.3182,neutral,neutral,positive
12504.0,2012-04-03,But most firms reportedly remained fairly cautious--particularly on hiring decisions--and continued to be uncertain about the strength of the recovery.,20,negative,negative,neutral,negative,-0.87,neutral,0.5382004122365355,positive,0.1531,neutral,neutral,neutral
12505.0,2012-11-14,"Imports edged down, on net, with higher purchases of services and petroleum products more than offset by declines in all of the other major categories.",25,negative,neutral,neutral,negative,-0.951,neutral,0.5,neutral,0.0,neutral,neutral,positive
12506.0,2012-11-14,"Bank credit continued to expand at a moderate rate in the third quarter, with further growth in loans augmented by larger gains in securities holdings.",25,positive,neutral,neutral,positive,0.9383,positive,0.7122219362552028,positive,0.9062,positive,neutral,neutral
12507.0,2013-01-03,"In the agricultural sector, farm incomes were high, notwithstanding the drought, although elevated grain prices were cutting into profits on livestock.",21,positive,neutral,neutral,negative,-0.775,positive,0.5504032199355139,positive,0.2023,positive,neutral,neutral
12508.0,2013-02-20,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",21,neutral,neutral,neutral,neutral,0.0903,positive,0.6287131110409269,positive,0.5267,neutral,neutral,positive
12509.0,2013-02-20,"Increases in real personal consumption expenditures picked up somewhat in the fourth quarter, boosted importantly by higher spending on motor vehicles.",21,positive,neutral,neutral,positive,0.9355,positive,0.672959250624098,positive,0.7216,positive,neutral,neutral
12510.0,2013-07-10,"House prices continued to rise in recent months, with national home price indexes up between 5 and 12 percent over the 12-month period ending in April.",26,positive,neutral,neutral,positive,0.93,neutral,0.5,neutral,0.0,positive,neutral,neutral
