sentence,id,llm_label,llm_label_name
"Although the aggregate balance sheet for the household sector was strong and the unemployment rate was low, consumer sentiment had deteriorated, and households were reportedly becoming more cautious in their expenditure decisions in light of uncertainty about the economic outlook and the reduction in purchasing power induced by price rises, particularly increases in the prices of essentials such as food, housing, and transportation.",246,1,hawkish
"Although the moderation in the growth of aggregate demand would help limit inflation pressures over time, the Committee judged that some inflation risks remained.",247,1,hawkish
"Although the required amount of cumulative tightening may have increased, members noted that an accelerated pace of policy tightening did not appear necessary at this time, as a degree of economic slack apparently remained, productivity growth would probably continue to damp increases in unit labor costs and prices, and inflation would most likely continue to be contained.",248,0,dovish
Although the unemployment rate edged up to 5.,249,0,dovish
"Although the unemployment rate has declined somewhat since the summer, it remains elevated.",250,0,dovish
"Al­though core inflation and the 12-month trimmed mean PCE inflation rate calculated by the Federal Reserve Bank of Dallas remained a little below 2 percent, many participants anticipated that high levels of resource utilization and stable inflation expectations would keep overall inflation near 2 percent over the medium term.",251,0,dovish
An anticipated sharp slowdown in the pace of inventory accumulation also would damp domestic production as the growth of stocks was brought into balance with the expected more moderate trajectory of final sales.,252,0,dovish
"An environment involving such interest rates could have adverse repercussions on the functioning of some sectors of the money market, but the members agreed that the potential extent of such disruptions would not be sufficient to prevent the Committee from taking advantage of the full scope of conventional easing of the federal funds rate, should that become necessary.",253,0,dovish
An upside risk was that inflation could increase more than expected in an economy that was projected to move further above its potential.,254,1,hawkish
Another factor viewed as likely to exert a moderating effect on the growth of economic activity was the expectation of some slowing in inventory investment.,255,0,dovish
"Another participant mentioned, however, that recent sluggish growth of the monetary aggregates suggested that the stance of policy was not overly accommodative.",256,1,hawkish
"Apart from notably adverse business sentiment and disappointing growth in sales and profits, factors that were curbing capital expenditures cited by members included persisting capital overhangs stemming from what were now seen as excessive earlier buildups in equipment and software and substantial idle capacity in many industrial and commercial structures.",257,0,dovish
"As a result, as in the January forecast, real GDP was expected to rise at a moderate pace over 2011 and 2012, supported by accommodative monetary policy, increasing credit availability, and greater household and business confidence.",258,0,dovish
"As a result, growth of spending on consumer durables was expected to be appreciably below the rapid pace in the first half of last year, and housing demand would increase only a little from its recent level.",259,0,dovish
"As a result, the likely pace and extent of policy easing expected by investors increased, and yields on nominal and inflation-indexed Treasury coupon securities fell.",260,0,dovish
"As long as the Federal Reserve is required to set and report ranges for money and debt growth, it should update them as appropriate.",261,2,neutral
"As reflected in their SEP projections, participants regarded the current stance of monetary policy as likely to remain appropriate for a time as long as incoming information about the economy remained broadly consistent with the economic outlook.",262,2,neutral
"As yields on inflation-indexed Treasury securities rose roughly in line with their nominal counterparts, longer-term inflation compensation remained about unchanged.",263,2,neutral
"At earlier stages of processing, the producer price index for core intermediate materials continued to decline through May, albeit at a slower pace than that seen at the end of 2008.",264,0,dovish
"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the SOMA in accordance with the following domestic policy directive: ""Consistent with its statutory mandate, the Federal Open Market Committee seeks monetary and financial conditions that will foster maximum employment and price stability.",265,2,neutral
"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""Consistent with its statutory mandate, the Federal Open Market Committee seeks monetary and financial conditions that will foster maximum employment and price stability.",266,2,neutral
"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",267,2,neutral
"At the conclusion of this discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: The information reviewed at this meeting suggests that the expansion in economic activity is still robust.",268,1,hawkish
"At the same time, however, the near-term outlook for inflation had deteriorated, and the risks that underlying inflation pressures could prove to be greater than anticipated appeared to have risen.",269,1,hawkish
"At the same time, the incentive to take advantage of increasingly efficient high-tech equipment and software typically available at declining prices would continue to provide an important underpinning for further large gains in investment spending, with favorable implications for continued rapid growth in productivity.",270,1,hawkish
"At the same time, the staff viewed the risks around its outlook for the unemployment rate as roughly balanced.",271,2,neutral
"Auctions of GSE debt following the conservatorship announcement reportedly attracted heavy demand, but market participants indicated that liquidity in the secondary market for GSE debt remained somewhat lower than normal.",272,2,neutral
"Beyond 2017, the forecast for real GDP growth was little revised.",273,2,neutral
Both of these views would suggest a lower level of potential output and thus reduced scope for combating unemployment with additional monetary policy stimulus.,274,1,hawkish
"Both total and core inflation were projected to move up slightly next year, as the low readings early this year were expected to be transitory, but nevertheless to continue to run below 2 percent.",275,0,dovish
"Broad equity price indexes decreased slightly, on net, as substantial early gains arising from investors' improved perceptions about the inflation outlook and better-than-feared second-quarter earnings were more than offset by later losses arising from expectations that the Committee would follow a more restrictive policy than previously expected.",276,1,hawkish
Broad equity price indexes fell sharply over the intermeeting period on net.,277,2,neutral
"Broad equity prices rose, adding to their substantial gains since the middle of 2010.",278,2,neutral
"Broad stock price indexes rose, on net, over the intermeeting period, as investors responded to strong second-quarter earnings reports and indications that the economy may be stabilizing.",279,1,hawkish
"Broad stock price indexes rose, on net, over the intermeeting period, boosted in part by favorable earnings reports from the retail sector.",280,2,neutral
Business contacts in a few Districts reported that they had begun to have some more ability to raise prices to cover higher input costs.,281,1,hawkish
"Business contacts in a number of Districts noted an improvement in housing activity and a continued rise in house prices, although their reports showed that the pace of sales and construction varied across regions.",282,1,hawkish
"Business spending on equipment and structures was anticipated to continue to outpace the overall expansion of the economy, though the differential would tend to narrow over time in association with the gradual diminution of increases in sales and profits that was expected to be associated with moderating economic growth.",283,0,dovish
"Businesses added a bit to their inventory positions after an extended period of sizable declines, but final sales changed little: business capital spending weakened somewhat further while growth in consumer spending, residential housing expenditures, and government outlays slowed.",284,0,dovish
But equity prices were only holding their own after a substantial decline earlier and the dollar had appreciated.,285,2,neutral
"But the members generally were concerned that inflation might begin to rise over the intermediate term, especially if labor markets tightened further.",286,1,hawkish
"By 2009, the forecasts for both the headline and core PCE price indexes showed inflation receding from its 2008 level, in line with the previous forecasts.",287,0,dovish
"By contrast, economic activity in China and other developing countries showed greater buoyancy.",288,2,neutral
"By the same token, the rate of price inflation was lower than had been reported, consistent with the findings of a number of studies of distortions in published price data.",289,0,dovish
"Clearly, businesses regarded such investments as highly profitable, and they appeared to be leading to gains in productivity that in turn were helping to offset rising compensation and to maintain profit margins in highly competitive markets.",290,0,dovish
"Committee Policy Action In their discussion of monetary policy for this meeting, members agreed that the coronavirus outbreak was causing tremendous human and economic hardship across the United States and around the world.",291,0,dovish
Communications about monetary policy over the intermeeting period generally had little effect on Treasury yields or the expected path of the federal funds rate.,292,2,neutral
"Compared with the baseline, the disruption to economic activity was more severe and protracted in this scenario, with real GDP and inflation lower and the unemployment rate higher by the end of the medium-term projection.",293,0,dovish
"Conditions in the commercial paper (CP) market improved over the intermeeting period, likely reflecting recent measures taken in support of this market, greater demand from institutional investors, and the passing of year-end.",294,0,dovish
"Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability.",295,2,neutral
"Consistent with the Committee's decision to leave the target range for the federal funds rate unchanged, the Board of Governors voted unanimously to leave the interest rates on required and excess reserve balances at 0.",296,2,neutral
"Consistent with the optimism driving stock prices, spreads of corporate bond yields over comparable-maturity Treasury yields narrowed markedly across the credit spectrum, most notably for debt securities of the lowest credit quality firms.",297,0,dovish
"Consistent with the view that recent lower inflation readings could be temporary, a number of participants mentioned the trimmed mean measure of PCE price inflation, produced by the Federal Reserve Bank of Dallas, which removes the influence of unusually large changes in the prices of individual items in either direction; these participants observed that the trimmed mean measure had been stable at or close to 2 percent over recent months.",298,1,hawkish
"Consumer credit continued to increase at a steady pace, with similar growth rates across credit card, automobile, and student loans.",299,1,hawkish
"Consumer credit jumped in May and remained strong in June, reflecting a rebound in credit card balances and continued robust growth in auto loans.",300,1,hawkish
Consumer food prices were little changed in August.,301,0,dovish
"Consumer price inflation continued to run below the Committee's longer-run objective of 2 percent, restrained in part by earlier decreases in energy prices and in prices of non-energy imports.",302,0,dovish
Consumer price inflation had remained relatively subdued over the summer months.,303,0,dovish
Consumer price inflation was being held down by weaker demand and significantly lower oil prices.,304,0,dovish
"Consumer price inflation, as measured by the 12-month percentage change in the price index for personal consumption expenditures (PCE), was below 2 percent in July.",305,0,dovish
Consumer spending firmed somewhat during the first quarter despite the rising unemployment rate and significant financial strains.,306,1,hawkish
"Consumer spending was projected to increase at a rate generally in line with the anticipated rise in disposable income; the favorable effects on household wealth of the advance that had occurred in stock prices and the ample availability of credit for most borrowers were expected to balance the damping effects of continuing consumer concerns about the adequacy of their savings, the security of their jobs, and the extent of their debt burdens.",307,2,neutral
"Continued gains in employment and income, high household net worth, and low gasoline prices were viewed as factors that should support consumer spending in coming months.",308,1,hawkish
"Core consumer price inflation continued to slow, and inflation expectations remained subdued over the closing months of 2003.",309,0,dovish
Core measures of price inflation had moved up over recent quarters and particularly so over the last few months.,310,1,hawkish
"Credit conditions in the commercial real estate (CRE) sector continued to ease, and growth in CRE loans at banks stayed solid.",311,0,dovish
"Crude oil prices continued to rise, reaching record levels in nominal terms over the intermeeting period.",312,1,hawkish
"Crude oil prices, though volatile, had not risen appreciably in recent months on balance, and a flattening in energy prices was beginning to damp headline inflation.",313,0,dovish
Data received over the intermeeting period reinforced earlier indications that real GDP growth had turned up after having been slow in the first quarter of this year.,314,1,hawkish
"Demand-pull inflation pressures from emerging-market economies abroad appeared to be continuing, and anecdotal reports from business contacts suggested greater willingness domestically to pass rising costs through to prices.",315,1,hawkish
"Despite a large increase in the overall consumer price index for September, measures of inflation compensation calculated using yields on nominal and inflation-protected Treasury securities were about unchanged over the intermeeting period, although they remained a bit above the levels seen before Hurricane Katrina.",316,1,hawkish
"Despite further declines in vacancy rates and rising real estate prices, business spending on nonresidential construction also seemed to have been lackluster, with such activity not having changed much since last summer.",317,0,dovish
"Despite the substantial monetary easing that had been implemented already and the fiscal stimulus, including federal tax rebates, that was in train, the forecast anticipated that sluggish hiring and the decline in household wealth would restrain the growth of both consumer spending and housing demand.",318,1,hawkish
"Discussion of Communications Regarding Economic Projections As a follow-up to the FOMC's discussion in October about providing more information on the Committee's collective judgment regarding the economic outlook and appropriate monetary policy, the staff presented several options for enhancing the Summary of Economic Projections (SEP).",319,2,neutral
"Economic activity expanded in the second quarter, partly reflecting growth in consumer spending and exports.",320,1,hawkish
Equity prices in most foreign countries were up moderately since the January FOMC meeting.,321,2,neutral
European equity prices were also lower over the period.,322,2,neutral
"Even after adjusting for the effects of strikes on reported payrolls, the employment report for August showed weak job gains.",323,0,dovish
"Even so, in the absence of major overhangs in inventories of business equipment and consumer durables, and given favorable conditions in financial markets, members believed that a resumption of moderate, sustainable growth after a relatively brief period of weakness was the most likely outlook for the economy.",324,2,neutral
"Even so, most members viewed a slowing to a rate closer to most estimates of the growth of the economy's potential as a reasonable expectation.",325,0,dovish
Expectations of greater and longer-lasting slack in labor and product markets than anticipated earlier had led to downward revisions to forecasts of wage and price inflation.,326,0,dovish
Factors pointing to potentially higher inflation included increased pressures on food prices stemming from disappointing harvests in some areas and relatively low grain supplies.,327,1,hawkish
"Financial conditions affecting emerging market economies continued to improve for a time after the Committee eased monetary policy at its November 17 meeting, but that trend was subsequently reversed after Brazil's legislature decided to reject a key fiscal reform measure.",328,2,neutral
"First, the projected rates of productivity gains and potential output growth over the medium term were trimmed.",329,0,dovish
"Following these swings, inflation was expected to finish the year at just below 2 percent.",330,0,dovish
"For 1997 the Committee agreed on a tentative basis to set the same ranges as in 1996 for growth of the monetary aggregages and debt, measured from the fourth quarter of 1996 to the fourth quarter of 1997.",331,2,neutral
"For 1998, the Committee agreed on a tentative basis to set the same ranges as in 1997 for growth of the monetary aggregates and debt, measured from the fourth quarter of 1997 to the fourth quarter of 1998.",332,2,neutral
"For 2000, the Committee agreed on a tentative basis in June to retain the same ranges for growth of the monetary aggregates and debt, measured from the fourth quarter of 1999 to the fourth quarter of 2000.",333,2,neutral
"For the present, however, inflation remained subdued, and it was likely to remain relatively low for some time in light of the weakness in commodity and other import prices and the tendency for low current inflation to hold down expected price increases.",334,0,dovish
"For the twelve months ended in September, prices of consumer items other than food and energy increased by a considerably smaller amount than in the year- earlier period.",335,0,dovish
"Foreign economic growth remained sluggish, restrained by weak activity in Europe and the associated spillovers--including through trade--to the rest of the world.",336,2,neutral
"Further out, TIPS-based inflation compensation 5 to 10 years ahead edged down slightly on net.",337,0,dovish
"Future policy adjustments would depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.",338,2,neutral
"Given the pressure of a considerable amount of unused resources, any adverse developments that held down economic expansion would increase the probability of further disinflation.",339,0,dovish
"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.",340,2,neutral
"Going forward, consumer outlays were expected to be supported by further advances in employment and income.",341,1,hawkish
"He also judged that the policy step would do little to improve near-term growth prospects, given the ongoing structural adjustments and external challenges faced by the U. S. economy.",342,0,dovish
"He thought future developments were equally likely to warrant an action in either direction, and he did not think the Committee should take a step that probably would cause expectations of further easing to become embedded in market interest rates.",343,1,hawkish
He was concerned that the flattening yield curve was partly due to falling longer-term inflation expectations or a lower neutral real rate of interest.,344,0,dovish
"Headline stock price indexes in the AFEs generally ended the period higher, whereas bank stocks in Europe declined.",345,2,neutral
Home prices continued to rise briskly.,346,1,hawkish
Homebuilding was forecast to decline somewhat but to stabilize at a relatively high level in the context of continued income growth and the generally favorable cash-flow affordability of home ownership.,347,2,neutral
House price appreciation appeared to have slowed from the elevated rates seen over the past summer.,348,0,dovish
"Household expenditures on new homes were likewise at an elevated level, although members reported weakness in some price segments and geographic areas of the housing market.",349,2,neutral
"Household mortgage debt was expected to expand at a reduced rate in the fourth quarter, reflecting softer home prices and declining home sales, as well as a tightening in credit conditions for some borrowers.",350,0,dovish
"Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit.",351,0,dovish
Households' longer-term inflation expectations also edged up in both November and December.,352,1,hawkish
"Housing activity showed signs of dropping off from peak levels during the latter part of the summer, but the decline in mortgage rates this fall produced an upturn in several indicators of demand for single-family housing, including a rebound in a survey index of homebuying conditions.",353,0,dovish
Housing activity was generally holding up well across the country as the effects of appreciably reduced mortgage interest rates apparently compensated for the negative effects of declining financial wealth on the demand for housing.,354,0,dovish
"Housing demand and consumer spending firmed toward the end of the year, but capital spending remained quite weak in an environment of substantial business uncertainty and pessimism.",355,0,dovish
"Housing demand remained strong, but business fixed investment was still in the doldrums and consumer spending had flagged in late summer before apparently picking up somewhat in the autumn.",356,0,dovish
"Housing starts and the demand for new homes had declined further, house prices in many parts of the country were falling faster than they had towards the end of 2007, and inventories of unsold homes remained quite elevated.",357,0,dovish
"How long the favorable factors that continued to stimulate substantial growth in consumer expenditures would persist was uncertain, notably with regard to the outlook for stock market prices and their effects on consumer resources and willingness to spend.",358,0,dovish
"However, a couple of participants noted that the recent oil price decline could also be associated with increasing oil supply rather than softening global demand.",359,2,neutral
"However, a few participants expressed concern that higher household wealth might not translate into greater consumer spending, cautioning that household income growth remained slow, that households might not treat the additions to wealth arising from recent equity price increases as lasting, or that households' scope to extract housing equity for the purpose of increasing their expenditures was less than in the past.",360,0,dovish
"However, as had been the case for many years, the members remained concerned that forecasts of money growth were still subject to a wide range of error in terms of the anticipated relationships between money growth and aggregate economic performance.",361,2,neutral
"However, asset purchases are not on a preset course, and the Committee's decisions about their pace will remain contingent on the Committee's outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",362,2,neutral
"However, core inflation had been subdued in recent months and longer-run inflation expectations remained contained.",363,0,dovish
"However, energy prices were expected to level out, and rents, while difficult to forecast, were viewed by some participants as likely to decelerate in coming quarters.",364,0,dovish
"However, equity prices subsequently retraced some of the earlier declines as concerns about trade policy seemed to ease and corporate earnings reports for the first quarter of 2018 generally came in stronger than expected.",365,1,hawkish
"However, growth of mortgage loans on banks' books slowed somewhat in the first half of this year.",366,0,dovish
"However, household spending had been relatively robust during the cyclical downturn and likely had only limited room for a pickup over coming quarters, and intense competitive pressures could well constrain profits, investment, and equity prices.",367,0,dovish
"However, if incoming information indicates faster progress toward the Committee's employment and inflation objectives than the Committee now expects, then increases in the target range for the federal funds rate are likely to occur sooner than currently anticipated.",368,1,hawkish
"However, in light of the projected persistence of slack in labor and product markets and the anticipated stability in long-term inflation expectations, the increase in inflation was expected to be mostly transitory if oil and other commodity prices did not rise significantly further.",369,0,dovish
"However, in the view of at least some members, recent developments had reduced the unwelcome prospect of substantial additional disinflation.",370,0,dovish
"However, in the view of most members, the outlook for both economic activity and price pressures remained very uncertain, and thus the timing and magnitude of future policy actions was quite unclear.",371,2,neutral
"However, indicators of economic activity in Japan and Brazil remained weak.",372,2,neutral
"However, investor demand for high-quality commercial mortgage-backed securities (CMBS) reportedly was robust, although issuance of CMBS remained muted.",373,2,neutral
"However, it was noted that slower growth in productivity might have become the norm.",374,0,dovish
"However, other participants noted that the continued subdued trend in wages was evidence of an absence of upward pressure on inflation from the current level of resource utilization.",375,0,dovish
"However, other participants observed that measures of longer-term inflation compensation derived from financial instruments had remained stable of late, and that survey-based measures of longer-term inflation expectations also had not changed appreciably, on net, in recent months.",376,0,dovish
"However, participants generally saw these downward pressures on inflation starting to abate next year, with widespread distribution of vaccines reducing social-distancing concerns and spurring economic activity.",377,1,hawkish
"However, participants remarked that the actual rise in inflation was larger than anticipated, with the 12-month change in the PCE price index reaching 3.",378,1,hawkish
"However, reports from a couple of Districts indicated that the agricultural sector was still weak, with low commodity prices continuing to put financial pressure on farm-related businesses.",379,0,dovish
"However, several participants pointed out that the 3-month change in that index had firmed recently, signaling some improvement in the inflation outlook.",380,0,dovish
"However, some areas that were affected by the slowdown in the energy sector experienced house price declines or increases in mortgage delinquency rates.",381,0,dovish
"However, some others emphasized that deferring the decision until later in the year would permit additional time to assess the outlook for economic activity and inflation.",382,2,neutral
"However, some participants noted that the recent rise in the prices of oil and other commodities, as well as increases in import prices stemming from the decline in the foreign exchange value of the dollar, could boost inflation pressures.",383,1,hawkish
"However, the deficit was up appreciably from its average for the first quarter, with the value of imports increasing substantially more than the value of exports.",384,2,neutral
"However, the dollar partially retraced these increases following the much weaker-than-expected U. S. employment report for May, finishing the period a bit stronger against the currencies of the AFEs and about 3 percent higher against EME currencies.",385,0,dovish
"However, the increase in real GDP was projected to be sufficient to reduce slack in the labor market only slowly, and the unemployment rate was expected to remain elevated at the end of 2012.",386,0,dovish
"However, the projected step-up in real GDP growth over the second half of this year was marked down a little, partly reflecting softer news on construction.",387,0,dovish
"However, waiting was an acceptable alternative given the favorable economic news and the persisting uncertainties surrounding the relationship of output to prices.",388,2,neutral
"However, with longer-term interest rates already very low, there did not appear to be a need for enhanced forward guidance at this juncture or much scope for forward guidance to put additional downward pressure on yields.",389,1,hawkish
"However, with monetary policy assumed to remain highly accommodative, the staff continued to anticipate that real GDP growth would outpace that of potential over much of this period, leading to a decline in the unemployment rate to historically low levels.",390,0,dovish
"However, with the contraction in housing activity expected to abate this year, the pace of economic growth was anticipated to edge back up to a level that was close to the staff's estimate of potential output growth by the end of 2007 and to remain in that same range throughout 2008.",391,2,neutral
"However, with tightening resource constraints indicating unsustainable growth, only tentative signs that growth might be slowing, and various factors that had been damping prices now turning around, all the members agreed on the need for a slight tightening at this meeting to raise the odds on containing inflation and forestalling the inflationary imbalances that would undercut the very favorable performance of the economy.",392,1,hawkish
"If incoming information broadly supports the Committee's expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer-run objective, the Committee will likely reduce the pace of asset purchases in further measured steps at future meetings.",393,1,hawkish
"If the outlook for the labor market does not improve substantially, the Committee will continue its purchases of Treasury and agency mortgage-backed securities, and employ its other policy tools as appropriate, until such improvement is achieved in a context of price stability.",394,0,dovish
"If the outlook for the labor market does not improve substantially, the Committee will continue its purchases of agency mortgage-backed securities, undertake additional asset purchases, and employ its other policy tools as appropriate until such improvement is achieved in a context of price stability.",395,0,dovish
"If the recent slower rate of price declines on high-tech products implied a softer underlying pace of technological change, both the outlook for investment demand and the prospects for persisting high trend growth in productivity could be damped relative to previous expectations.",396,2,neutral
Improved prospects for a trade deal between the United States and China and accommodative monetary policy were cited as driving factors that outweighed weaker-than-expected announcements of corporate earnings for the fourth quarter of 2018 and earnings projections for 2019.,397,0,dovish
"In July, the range for M3 had been raised by two percentage points to reflect developments that seemed to be fostering a return to the historical pattern of somewhat faster growth in M3 than in M2.",398,2,neutral
"In Latin America, indicators suggested that economic activity in Mexico and Brazil expanded further in the first quarter.",399,2,neutral
"In addition, contacts reported that softer export sales, weaker economic activity abroad, and elevated levels of uncertainty regarding the global outlook were weighing on business sentiment and leading firms to reassess plans for investment spending.",400,0,dovish
"In addition, increases in oil prices were expected to pass through to consumer energy prices.",401,1,hawkish
"In addition, some policymakers observed that the timing and magnitude of future policy adjustments would ultimately be determined by the Committee's interpretation of the incoming data on the economy and prices rather than by its current expectation of those developments.",402,2,neutral
"In agriculture, depressed levels of crop prices and weak global demand continued to weaken farm income.",403,0,dovish
"In any case, however, the assessment of the adverse effects of the increase in longer-term rates on financial conditions and ultimately on economic activity would depend importantly upon the extent to which rates stabilized at current levels or instead continued to rise.",404,2,neutral
"In any event, it was clear that forecasts in recent years typically had overstated the rise in inflation, and a great deal of uncertainty surrounded the extent to which productivity gains and other factors, some unspecified, might continue to hold down inflation in a period of robust economic growth and relatively tight labor markets.",405,0,dovish
"In conjunction with the FOMC meeting in April, all meeting participants (Federal Reserve Board members and Reserve Bank presidents) provided annual projections for economic growth, the unemployment rate, and inflation for the period 2008 through 2010.",406,2,neutral
"In connection with the risks associated with an early start to policy normalization, many participants observed that a premature increase in rates might damp the apparent solid recovery in real activity and labor market conditions, undermining progress toward the Committee's objectives of maximum employment and 2 percent inflation.",407,0,dovish
"In considering the effectiveness of the operating regime, the staff observed that over recent years, the Federal Reserve had been able to implement monetary policy in an environment with ample reserves by adjusting administered rates--including the rates on required and excess reserve balances and the offered rate at the overnight reverse repurchase agreement facility--without needing to actively manage the supply of reserves.",408,2,neutral
"In considering the statement to be released following this meeting, members concurred that it should note that even with the rise in oil prices, the expansion remained firm and labor markets continued to improve gradually.",409,1,hawkish
"In contrast to price inflation, labor costs appeared to have remained quiescent.",410,0,dovish
"In contrast, CRE loan growth at banks was weak in July and August, likely partly driven by the recovery of CMBS markets.",411,0,dovish
"In contrast, M3 growth slowed considerably in April after a robust March advance.",412,0,dovish
"In contrast, Spanish economic activity stagnated in the third quarter, Greek GDP extended its decline, and more-recent indicators point to continued weakness in peripheral European economies.",413,2,neutral
"In contrast, a few participants cautioned that, despite increases in market-based measures of inflation compensation in recent months and the stabilization of some survey measures of inflation expectations, the levels of these indicators remained too low to be consistent with the Committee's 2 percent inflation objective.",414,0,dovish
"In contrast, economic activity declined in Japan during the third quarter after a surge in the first half of the year.",415,2,neutral
"In contrast, some other participants judged that the economy had not yet reached maximum employment.",416,0,dovish
"In contrast, the dollar appreciated against the AFE currencies, reflecting continued divergence in monetary policy expectations for the United States and AFEs as well as political uncertainty in Europe.",417,1,hawkish
"In determining how long to maintain a highly accommodative stance of monetary policy, the Committee will also consider other information, including additional measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",418,2,neutral
"In discussing the effect of labor market conditions on inflation, a number of participants expressed skepticism about recent studies suggesting that long-term unemployment provides less downward pressure on wage and price inflation than short-term unemployment does.",419,0,dovish
"In discussing the increases in U. S. longer-term interest rates that occurred in the wake of the June FOMC meeting and the associated press conference, meeting participants pointed to heightened financial market uncertainty about the path of monetary policy and a shift of market expectations toward less policy accommodation.",420,1,hawkish
"In dissenting, Mr. Meyer noted that although the money growth ranges do not play an important role in the conduct of monetary policy today, Congress has mandated that the FOMC set and report ranges for money and credit growth.",421,2,neutral
"In furtherance of these objectives, the Committee at its meeting in February established ranges for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.",422,2,neutral
"In furtherance of these objectives, the Committee at this meeting established ranges for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.",423,2,neutral
"In furtherance of these objectives, the Committee reaffirmed at its meeting in June the ranges it had established in February for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.",424,2,neutral
"In general, financial markets were viewed as well positioned to support more vigorous expansion in economic activity.",425,1,hawkish
"In general, participants viewed recent consumer price developments as consistent with their expectation that inflation was on a trajectory to achieve the Committee's symmetric 2 percent objective on a sustained basis.",426,0,dovish
"In his view, historical precedents suggested that prolonged periods of taut labor markets were eventually associated with rising inflation.",427,1,hawkish
"In its March forecast, the staff's projection for real GDP growth over the medium term was somewhat higher than the one presented in January, mostly reflecting an improved outlook for economic activity abroad, a lower foreign exchange value for the dollar, and a higher projected path of equity prices.",428,1,hawkish
"In its accompanying statement, the Committee indicated that, despite elevated energy prices and hurricane-related disruptions, the expansion in economic activity appeared solid.",429,1,hawkish
"In keeping with its usual procedures under the Humphrey-Hawkins Act, the Committee would review its ranges at midyear, or sooner if interim conditions warranted, in light of the growth and velocity behavior of the aggregates and ongoing economic and financial developments.",430,2,neutral
"In light of asset market developments over the intermeeting period, which in large part appeared to reflect heightened expectations among investors that the Federal Reserve would undertake additional purchases of longer-term securities, the November forecast was conditioned on lower long-term interest rates, higher stock prices, and a lower foreign exchange value of the dollar than was the staff's previous forecast.",431,0,dovish
"In light of the economic outlook, almost all members agreed to indicate that the Committee expects to maintain a highly accommodative stance for monetary policy and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014, longer than had been indicated in recent FOMC statements.",432,0,dovish
"In light of the robust expansion of capital spending thus far this year, the outlook for business investment spending was revised up appreciably, as more of the strength over the latter part of 2004 was attributed to underlying demand and less to the effects of the partial-expensing tax provision.",433,1,hawkish
"In light of these significant policy actions, the risks to growth were now thought to be more closely balanced by the risks to inflation.",434,2,neutral
"In light of these uncertainties as well as continued evidence of muted inflation pressures, participants generally agreed that a patient approach to determining future adjustments to the target range for the federal funds rate remained appropriate.",435,0,dovish
"In particular, incoming data and anecdotal information indicated that economic activity had appreciably more forward momentum than previously perceived and that inflation pressures could be intensifying.",436,1,hawkish
"In particular, investors noted that the Committee attributed some of the recent increase in inflation to transitory factors, retained its earlier balance of risks assessment, and reiterated its belief that policy accommodation could be removed at a pace that would likely be measured.",437,1,hawkish
"In particular, participants judged that communicating the Committee's expectation that short-term interest rates were likely to stay exceptionally low for some time could be useful because it could lead to pricing of longer-term interest rates consistent with the path of monetary policy that policymakers saw as most likely.",438,0,dovish
"In response to evidence of a slowdown in economic activity and a rapid waning of inflationary pressures, central banks around the world eased policy sharply.",439,0,dovish
"In several Districts, reports from business contacts or evidence from surveys pointed to some difficulty in finding qualified workers; in some cases, labor shortages were making it hard to fill customer demand or expand business.",440,1,hawkish
"In that regard, the prospective strength of demand pressures and related outlook for productivity were subject to a wide range of uncertainty, and there were reasons to believe that economic growth could well slow without any adjustment to policy.",441,0,dovish
"In that vein, several participants noted that inflation expectations had been sensitive to incoming data and to communications regarding monetary policy over the intermeeting period.",442,2,neutral
"In the Committee's discussion of current and prospective economic conditions, members focused on the disparate forces that continued to shape trends in economic activity, notably the persist- ence of considerable strength in private domestic spending and the damping influences stemming from foreign economic developments.",443,1,hawkish
